DATE,POST_URL,VIDEO_URL,VIDEO_KEY
20150516,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766358.html,http://www.xingning.gov.cn/xingning/files/201505162213086157_tBLXmGAW.mp4,20150516DFHJLN.mp4
20150517,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766431.html,http://www.xingning.gov.cn/xingning/files/201505172235456323_Z5pj5Itb.mp4,20150517EGIKMO.mp4
20150518,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766506.html,http://www.xingning.gov.cn/xingning/files/201505182145516442_h5vhrz8U.mp4,20150518FHJLNP.mp4
20150519,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766640.html,http://www.xingning.gov.cn/xingning/files/201505192050456623_qEwUKisS.mp4,20150519GIKMOQ.mp4
20150520,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766684.html,http://www.xingning.gov.cn/xingning/files/201505202159456735_IfVncgNx.mp4,20150520HJLNPR.mp4
20150521,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766795.html,http://www.xingning.gov.cn/xingning/files/201505212106556784_qmorp4Pl.mp4,20150521IKMOQS.mp4
20150522,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766984.html,http://www.xingning.gov.cn/xingning/files/201505230044566896_ZsrJVQUD.mp4,20150522JLNPRT.mp4
20150523,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767180.html,http://www.xingning.gov.cn/xingning/files/201505232324316999_LoAG6W7b.mp4,20150523KMOQSU.mp4
20150524,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767273.html,http://www.xingning.gov.cn/xingning/files/201505242156187196_jmZ5nT6s.mp4,20150524LNPRTV.mp4
20150525,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767460.html,http://www.xingning.gov.cn/xingning/files/201505252111477289_s92zGSDZ.mp4,20150525MOQSUW.mp4
20150526,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767553.html,http://www.xingning.gov.cn/xingning/files/201505262225117378_hmmTcpSx.mp4,20150526NPRTVX.mp4
20150527,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767716.html,http://www.xingning.gov.cn/xingning/files/201505271926367452_05wsBDKe.mp4,20150527OQSUWY.mp4
20150528,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767769.html,http://www.xingning.gov.cn/xingning/files/201505281938227487_90fZLXJv.mp4,20150528PRTVXZ.mp4
20150529,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767828.html,http://www.xingning.gov.cn/xingning/files/201505292247497533_tNdussBy.mp4,20150529QSUWYA.mp4
20150530,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767833.html,http://www.xingning.gov.cn/xingning/files/201505301855207540_NK9m5g3t.mp4,20150530RTVXZB.mp4
20150531,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767841.html,http://www.xingning.gov.cn/xingning/files/201505311826517550_PQpccx1L.mp4,20150531SUWYAC.mp4
20150601,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767915.html,http://www.xingning.gov.cn/xingning/files/201506012219427609_UJrszE4e.mp4,20150601TVXZBD.mp4
20150602,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767946.html,http://www.xingning.gov.cn/xingning/files/201506022208547677_fRTfDiyu.mp4,20150602UWYACE.mp4
20150603,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768000.html,http://www.xingning.gov.cn/xingning/files/201506032149367733_BgEDOebC.mp4,20150603VXZBDF.mp4
20150604,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768076.html,http://www.xingning.gov.cn/xingning/files/201506041914257902_jhA6K4tp.mp4,20150604WYACEG.mp4
20150605,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768195.html,http://www.xingning.gov.cn/xingning/files/201506052340338041_GVzPSN1N.mp4,20150605XZBDFH.mp4
20150606,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768285.html,http://www.xingning.gov.cn/xingning/files/201506062157338143_1Xil25Gh.mp4,20150606YACEGI.mp4
20150607,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768291.html,http://www.xingning.gov.cn/xingning/files/201506072157008155_SR7Y88YF.mp4,20150607ZBDFHJ.mp4
20150608,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768348.html,http://www.xingning.gov.cn/xingning/files/201506082138258225_0OsI8ZmD.mp4,20150608ACEGIK.mp4
20150610,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768571.html,http://www.xingning.gov.cn/xingning/files/201506102053158631_PDr26EvG.mp4,20150610BDFHJL.mp4
20150611,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768618.html,http://www.xingning.gov.cn/xingning/files/201506112243218710_tA1SuSF9.mp4,20150611CEGIKM.mp4
20150612,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768784.html,http://www.xingning.gov.cn/xingning/files/201506122101138805_nIXMZWe6.mp4,20150612DFHJLN.mp4
20150613,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768906.html,http://www.xingning.gov.cn/xingning/files/201506132308329044_e6i65R6g.mp4,20150613EGIKMO.mp4
20150614,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768910.html,http://www.xingning.gov.cn/xingning/files/201506142103229067_WZr2gqNW.mp4,20150614FHJLNP.mp4
20150615,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769007.html,http://www.xingning.gov.cn/xingning/files/201506152219529134_4s6YBcYP.mp4,20150615GIKMOQ.mp4
20150616,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769055.html,http://www.xingning.gov.cn/xingning/files/201506161946529209_5lJ49MSo.mp4,20150616HJLNPR.mp4
20150617,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768431.html,http://www.xingning.gov.cn/xingning/files/201506092128198519_hUDvJk4M.mp4,20150617IKMOQS.mp4
20150618,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769225.html,http://www.xingning.gov.cn/xingning/files/201506181955429_czE3szuy,20150618JLNPRT.mp4
20150619,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769356.html,http://www.xingning.gov.cn/xingning/files/20150619210647495_7ifgT6PL,20150619KMOQSU.mp4
20150620,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769359.html,http://www.xingning.gov.cn/xingning/files/20150620190733520_aWoJVnKX,20150620LNPRTV.mp4
20150621,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769366.html,http://www.xingning.gov.cn/xingning/files/20150621190307527_JlDmfN3d,20150621MOQSUW.mp4
20150622,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769374.html,http://www.xingning.gov.cn/xingning/files/20150622195531535_nErJmlOX,20150622NPRTVX.mp4
20150623,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769441.html,http://www.xingning.gov.cn/xingning/files/20150623192005573_8VJdUlXx,20150623OQSUWY.mp4
20150624,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769505.html,http://www.xingning.gov.cn/xingning/files/20150624184209676_S93LOJ0h,20150624SUWYAC.mp4
20150625,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769535.html,http://www.xingning.gov.cn/xingning/files/20150625204145723_QILsb7K3,20150625TVXZBD.mp4
20150626,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769562.html,http://www.xingning.gov.cn/xingning/files/2015062619151030_P3hnfAFv.mp4,20150626UWYACE.mp4
20150627,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769573.html,http://www.xingning.gov.cn/xingning/files/2015062717430852_n4mNMKev.mp4,20150627VXZBDF.mp4
20150628,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769586.html,http://www.xingning.gov.cn/xingning/files/2015062822043665_L7HsTxNA.mp4,20150628WYACEG.mp4
20150629,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769635.html,http://www.xingning.gov.cn/xingning/files/20150629182845132_XDw0k1U4.mp4,20150629YACEGI.mp4
20150630,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769675.html,http://www.xingning.gov.cn/xingning/files/20150630181505173_H8055GVn.mp4,20150630ZBDFHJ.mp4
20150701,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769705.html,http://www.xingning.gov.cn/xingning/files/2015070119481633_ZZOyo90f.mp4,20150701ACEGIK.mp4
20150702,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769746.html,http://www.xingning.gov.cn/xingning/files/201507021833223_UJvXJPMR.mp4,20150702BDFHJL.mp4
20150703,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769851.html,http://www.xingning.gov.cn/xingning/files/2015070319270482_O3wpFd6X.mp4,20150703CEGIKM.mp4
20150704,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769858.html,http://www.xingning.gov.cn/xingning/files/20150704171928108_yayntNKu.mp4,20150704DFHJLN.mp4
20150705,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769870.html,http://www.xingning.gov.cn/xingning/files/20150705171833118_tnXkiYlT.mp4,20150705EGIKMO.mp4
20150706,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769895.html,http://www.xingning.gov.cn/xingning/files/201507061954385_bY6ifJWp.mp4,20150706FHJLNP.mp4
20150707,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769915.html,http://www.xingning.gov.cn/xingning/files/2015070719193924_5sQFXVN7.mp4,20150707GIKMOQ.mp4
20150708,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769955.html,http://www.xingning.gov.cn/xingning/files/2015070821302549_nzgoaP1Q.mp4,20150708HJLNPR.mp4
20150709,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769983.html,http://www.xingning.gov.cn/xingning/files/2015070920491075_xDFvX3BZ.mp4,20150709IKMOQS.mp4
20150710,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770025.html,http://www.xingning.gov.cn/xingning/files/20150710193303128_1o1D30Pz.mp4,20150710JLNPRT.mp4
20150711,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770034.html,http://www.xingning.gov.cn/xingning/files/20150711205406133_8yzMKJ2Z.mp4,20150711KMOQSU.mp4
20150712,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770038.html,http://www.xingning.gov.cn/xingning/files/20150712210035139_3XEVXfMl.mp4,20150712LNPRTV.mp4
20150713,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770127.html,http://www.xingning.gov.cn/xingning/files/20150713202811196_AyjVtnrz.mp4,20150713MOQSUW.mp4
20150714,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770173.html,http://www.xingning.gov.cn/xingning/files/20150714210831280_daQhkUkF.mp4,20150714NPRTVX.mp4
20150715,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770280.html,http://www.xingning.gov.cn/xingning/files/20150715211040357_bfp5JjcC.mp4,20150715OQSUWY.mp4
20150716,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770365.html,http://www.xingning.gov.cn/xingning/files/20150716201904398_KnUqQnVD.mp4,20150716PRTVXZ.mp4
20150717,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770422.html,http://www.xingning.gov.cn/xingning/files/20150717215323453_oCxwqXoH.mp4,20150717QSUWYA.mp4
20150718,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770427.html,http://www.xingning.gov.cn/xingning/files/20150718194317464_LPHIzUqy.mp4,20150718RTVXZB.mp4
20150719,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770435.html,http://www.xingning.gov.cn/xingning/files/20150719183820484_YGcsILop.mp4,20150719SUWYAC.mp4
20150720,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770509.html,http://www.xingning.gov.cn/xingning/files/20150720191837555_HAwa4KE0.mp4,20150720TVXZBD.mp4
20150721,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770557.html,http://www.xingning.gov.cn/xingning/files/20150721191507603_dYhzdDrc.mp4,20150721UWYACE.mp4
20150722,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770602.html,http://www.xingning.gov.cn/xingning/files/20150722214150632_ramHTrFU.mp4,20150722VXZBDF.mp4
20150723,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770682.html,http://www.xingning.gov.cn/xingning/files/20150723203404699_O3mUqvQw.mp4,20150723WYACEG.mp4
20150724,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770753.html,http://www.xingning.gov.cn/xingning/files/20150724212639773_psT8lV8k.mp4,20150724XZBDFH.mp4
20150725,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770755.html,http://www.xingning.gov.cn/xingning/files/20150725185541779_H3pyehxp.mp4,20150725YACEGI.mp4
20150726,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770763.html,http://www.xingning.gov.cn/xingning/files/20150726192002783_KVIgYWeY.mp4,20150726ZBDFHJ.mp4
20150727,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770838.html,http://www.xingning.gov.cn/xingning/files/20150727200638827_Twn5nmvN.mp4,20150727ACEGIK.mp4
20150728,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770864.html,http://www.xingning.gov.cn/xingning/files/20150728195259849_HCTO815z.mp4,20150728BDFHJL.mp4
20150729,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770919.html,http://www.xingning.gov.cn/xingning/files/20150729202500890_Y33OvzUc.mp4,20150729CEGIKM.mp4
20150730,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770938.html,http://www.xingning.gov.cn/xingning/files/20150730203233915_xfjpV4o1.mp4,20150730DFHJLN.mp4
20150731,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770972.html,http://www.xingning.gov.cn/xingning/files/20150731200513981_DhgrpgnJ.mp4,20150731EGIKMO.mp4
20150801,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770983.html,http://www.xingning.gov.cn/xingning/files/20150802174405997_nGzVchuR.mp4,20150801FHJLNP.mp4
20150802,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770987.html,http://www.xingning.gov.cn/xingning/files/20150802195613999_zIthnKU6.mp4,20150802GIKMOQ.mp4
20150803,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771027.html,http://www.xingning.gov.cn/xingning/files/201508032044441040_R2GgcYla.mp4,20150803HJLNPR.mp4
20150804,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771075.html,http://www.xingning.gov.cn/xingning/files/201508042024571072_PHMkhzm5.mp4,20150804IKMOQS.mp4
20150805,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771099.html,http://www.xingning.gov.cn/xingning/files/201508052040371105_zNKdOtej.mp4,20150805JLNPRT.mp4
20150806,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771119.html,http://www.xingning.gov.cn/xingning/files/201508062103491138_0j0cvRKq.mp4,20150806KMOQSU.mp4
20150807,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771170.html,http://www.xingning.gov.cn/xingning/files/201508072006221187_U9dAWoJT.mp4,20150807LNPRTV.mp4
20150808,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771184.html,http://www.xingning.gov.cn/xingning/files/201508082111221216_yyxY7vV3.mp4,20150808MOQSUW.mp4
20150809,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771193.html,http://www.xingning.gov.cn/xingning/files/201508091937181222_5UhZs0Ph.mp4,20150809NPRTVX.mp4
20150810,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771230.html,http://www.xingning.gov.cn/xingning/files/201508101921201245_FyCKc7ip.mp4,20150810OQSUWY.mp4
20150811,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771276.html,http://www.xingning.gov.cn/xingning/files/201508112003311279_0hB0eHTy.mp4,20150811PRTVXZ.mp4
20150812,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771308.html,http://www.xingning.gov.cn/xingning/files/201508121924131312_cjl50kr1.mp4,20150812QSUWYA.mp4
20150813,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771350.html,http://www.xingning.gov.cn/xingning/files/201508131953181389_5KIqoKrV.mp4,20150813RTVXZB.mp4
20150814,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771393.html,http://www.xingning.gov.cn/xingning/files/201508142017571444_P3CZZ0f5.mp4,20150814SUWYAC.mp4
20150815,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771399.html,http://www.xingning.gov.cn/xingning/files/201508151946271447_vnWm3HsL.mp4,20150815TVXZBD.mp4
20150816,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771402.html,http://www.xingning.gov.cn/xingning/files/201508161930481451_6mkiGzRY.mp4,20150816UWYACE.mp4
20150817,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771430.html,http://www.xingning.gov.cn/xingning/files/201508172034251487_zfVKeZB4.mp4,20150817VXZBDF.mp4
20150818,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771464.html,http://www.xingning.gov.cn/xingning/files/201508181928441520_2PEzrdYa.mp4,20150818WYACEG.mp4
20150819,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771493.html,http://www.xingning.gov.cn/xingning/files/201508192030131548_6anx7uLo.mp4,20150819XZBDFH.mp4
20150820,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771514.html,http://www.xingning.gov.cn/xingning/files/201508201951591588_THPtH9l0.mp4,20150820YACEGI.mp4
20150821,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771545.html,http://www.xingning.gov.cn/xingning/files/201508212032491638_fRROVUTP.mp4,20150821ZBDFHJ.mp4
20150822,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771551.html,http://www.xingning.gov.cn/xingning/files/201508222215391644_ydCvUMuP.mp4,20150822ACEGIK.mp4
20150823,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771554.html,http://www.xingning.gov.cn/xingning/files/201508232058141649_qxB5aDPQ.mp4,20150823BDFHJL.mp4
20150824,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771602.html,http://www.xingning.gov.cn/xingning/files/201508242027001725_XyT8MAs0.mp4,20150824CEGIKM.mp4
20150825,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771639.html,http://www.xingning.gov.cn/xingning/files/201508252042211752_IxLmMivE.mp4,20150825DFHJLN.mp4
20150826,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771676.html,http://www.xingning.gov.cn/xingning/files/201508262051041848_8SFXYHvj.mp4,20150826EGIKMO.mp4
20150827,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771707.html,http://www.xingning.gov.cn/xingning/files/201508272218441897_FINPDjzp.mp4,20150827FHJLNP.mp4
20150828,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771867.html,http://www.xingning.gov.cn/xingning/files/201508282302581984_rnDCOEf2.mp4,20150828GIKMOQ.mp4
20150829,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771975.html,http://www.xingning.gov.cn/xingning/files/201508292117272020_ZLtKjGZk.mp4,20150829HJLNPR.mp4
20150830,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771981.html,http://www.xingning.gov.cn/xingning/files/201508302156342035_oaiIAFMb.mp4,20150830IKMOQS.mp4
20150831,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772112.html,http://www.xingning.gov.cn/xingning/files/201508312251162084_jbs8W4Nu.mp4,20150831JLNPRT.mp4
20150901,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772225.html,http://www.xingning.gov.cn/xingning/files/201509012028172184_gd7LCC2x.mp4,20150901KMOQSU.mp4
20150902,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772283.html,http://www.xingning.gov.cn/xingning/files/201509022151452264_zI22LbDQ.mp4,20150902LNPRTV.mp4
20150903,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772290.html,http://www.xingning.gov.cn/xingning/files/201509032052542271_uV64asnu.mp4,20150903MOQSUW.mp4
20150904,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772299.html,http://www.xingning.gov.cn/xingning/files/201509041959502277_HsLManAO.mp4,20150904NPRTVX.mp4
20150905,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772309.html,http://www.xingning.gov.cn/xingning/files/201509052141532285_GSxKK5BY.mp4,20150905OQSUWY.mp4
20150906,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772326.html,http://www.xingning.gov.cn/xingning/files/201509062046032303_6gPb4rnK.mp4,20150906PRTVXZ.mp4
20150907,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772349.html,http://www.xingning.gov.cn/xingning/files/201509072026192334_SstpkUC0.mp4,20150907QSUWYA.mp4
