video_date,video_id,post_url,video_url
2015-05-22,766984,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_766984.html,http://www.xingning.gov.cn/xingning/files/201505230044566896_ZsrJVQUD.mp4
2015-05-23,767180,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767180.html,http://www.xingning.gov.cn/xingning/files/201505232324316999_LoAG6W7b.mp4
2015-05-24,767273,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767273.html,http://www.xingning.gov.cn/xingning/files/201505242156187196_jmZ5nT6s.mp4
2015-05-25,767460,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767460.html,http://www.xingning.gov.cn/xingning/files/201505252111477289_s92zGSDZ.mp4
2015-05-26,767553,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767553.html,http://www.xingning.gov.cn/xingning/files/201505262225117378_hmmTcpSx.mp4
2015-05-27,767716,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767716.html,http://www.xingning.gov.cn/xingning/files/201505271926367452_05wsBDKe.mp4
2015-05-28,767769,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767769.html,http://www.xingning.gov.cn/xingning/files/201505281938227487_90fZLXJv.mp4
2015-05-29,767828,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767828.html,http://www.xingning.gov.cn/xingning/files/201505292247497533_tNdussBy.mp4
2015-05-30,767833,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767833.html,http://www.xingning.gov.cn/xingning/files/201505301855207540_NK9m5g3t.mp4
2015-05-31,767841,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767841.html,http://www.xingning.gov.cn/xingning/files/201505311826517550_PQpccx1L.mp4
2015-06-01,767915,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767915.html,http://www.xingning.gov.cn/xingning/files/201506012219427609_UJrszE4e.mp4
2015-06-02,767946,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_767946.html,http://www.xingning.gov.cn/xingning/files/201506022208547677_fRTfDiyu.mp4
2015-06-03,768000,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768000.html,http://www.xingning.gov.cn/xingning/files/201506032149367733_BgEDOebC.mp4
2015-06-04,768076,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768076.html,http://www.xingning.gov.cn/xingning/files/201506041914257902_jhA6K4tp.mp4
2015-06-05,768195,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768195.html,http://www.xingning.gov.cn/xingning/files/201506052340338041_GVzPSN1N.mp4
2015-06-06,768285,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768285.html,http://www.xingning.gov.cn/xingning/files/201506062157338143_1Xil25Gh.mp4
2015-06-07,768291,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768291.html,http://www.xingning.gov.cn/xingning/files/201506072157008155_SR7Y88YF.mp4
2015-06-08,768348,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768348.html,http://www.xingning.gov.cn/xingning/files/201506082138258225_0OsI8ZmD.mp4
2015-06-10,768571,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768571.html,http://www.xingning.gov.cn/xingning/files/201506102053158631_PDr26EvG.mp4
2015-06-11,768618,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768618.html,http://www.xingning.gov.cn/xingning/files/201506112243218710_tA1SuSF9.mp4
2015-06-12,768784,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768784.html,http://www.xingning.gov.cn/xingning/files/201506122101138805_nIXMZWe6.mp4
2015-06-13,768906,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768906.html,http://www.xingning.gov.cn/xingning/files/201506132308329044_e6i65R6g.mp4
2015-06-14,768910,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768910.html,http://www.xingning.gov.cn/xingning/files/201506142103229067_WZr2gqNW.mp4
2015-06-15,769007,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769007.html,http://www.xingning.gov.cn/xingning/files/201506152219529134_4s6YBcYP.mp4
2015-06-16,769055,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769055.html,http://www.xingning.gov.cn/xingning/files/201506161946529209_5lJ49MSo.mp4
2015-06-17,768431,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_768431.html,http://www.xingning.gov.cn/xingning/files/201506092128198519_hUDvJk4M.mp4
2015-06-18,769225,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769225.html,http://www.xingning.gov.cn/xingning/files/201506181955429_czE3szuy
2015-06-19,769356,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769356.html,http://www.xingning.gov.cn/xingning/files/20150619210647495_7ifgT6PL
2015-06-20,769359,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769359.html,http://www.xingning.gov.cn/xingning/files/20150620190733520_aWoJVnKX
2015-06-21,769366,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769366.html,http://www.xingning.gov.cn/xingning/files/20150621190307527_JlDmfN3d
2015-06-22,769374,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769374.html,http://www.xingning.gov.cn/xingning/files/20150622195531535_nErJmlOX
2015-06-23,769441,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769441.html,http://www.xingning.gov.cn/xingning/files/20150623192005573_8VJdUlXx
2015-06-24,769505,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769505.html,http://www.xingning.gov.cn/xingning/files/20150624184209676_S93LOJ0h
2015-06-25,769535,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769535.html,http://www.xingning.gov.cn/xingning/files/20150625204145723_QILsb7K3
2015-06-26,769562,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769562.html,http://www.xingning.gov.cn/xingning/files/2015062619151030_P3hnfAFv.mp4
2015-06-27,769573,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769573.html,http://www.xingning.gov.cn/xingning/files/2015062717430852_n4mNMKev.mp4
2015-06-28,769586,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769586.html,http://www.xingning.gov.cn/xingning/files/2015062822043665_L7HsTxNA.mp4
2015-06-29,769635,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769635.html,http://www.xingning.gov.cn/xingning/files/20150629182845132_XDw0k1U4.mp4
2015-06-30,769675,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769675.html,http://www.xingning.gov.cn/xingning/files/20150630181505173_H8055GVn.mp4
2015-07-01,769705,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769705.html,http://www.xingning.gov.cn/xingning/files/2015070119481633_ZZOyo90f.mp4
2015-07-02,769746,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769746.html,http://www.xingning.gov.cn/xingning/files/201507021833223_UJvXJPMR.mp4
2015-07-03,769851,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769851.html,http://www.xingning.gov.cn/xingning/files/2015070319270482_O3wpFd6X.mp4
2015-07-04,769858,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769858.html,http://www.xingning.gov.cn/xingning/files/20150704171928108_yayntNKu.mp4
2015-07-05,769870,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769870.html,http://www.xingning.gov.cn/xingning/files/20150705171833118_tnXkiYlT.mp4
2015-07-06,769895,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769895.html,http://www.xingning.gov.cn/xingning/files/201507061954385_bY6ifJWp.mp4
2015-07-07,769915,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769915.html,http://www.xingning.gov.cn/xingning/files/2015070719193924_5sQFXVN7.mp4
2015-07-08,769955,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769955.html,http://www.xingning.gov.cn/xingning/files/2015070821302549_nzgoaP1Q.mp4
2015-07-09,769983,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_769983.html,http://www.xingning.gov.cn/xingning/files/2015070920491075_xDFvX3BZ.mp4
2015-07-10,770025,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770025.html,http://www.xingning.gov.cn/xingning/files/20150710193303128_1o1D30Pz.mp4
2015-07-11,770034,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770034.html,http://www.xingning.gov.cn/xingning/files/20150711205406133_8yzMKJ2Z.mp4
2015-07-12,770038,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770038.html,http://www.xingning.gov.cn/xingning/files/20150712210035139_3XEVXfMl.mp4
2015-07-13,770127,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770127.html,http://www.xingning.gov.cn/xingning/files/20150713202811196_AyjVtnrz.mp4
2015-07-14,770173,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770173.html,http://www.xingning.gov.cn/xingning/files/20150714210831280_daQhkUkF.mp4
2015-07-15,770280,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770280.html,http://www.xingning.gov.cn/xingning/files/20150715211040357_bfp5JjcC.mp4
2015-07-16,770365,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770365.html,http://www.xingning.gov.cn/xingning/files/20150716201904398_KnUqQnVD.mp4
2015-07-17,770422,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770422.html,http://www.xingning.gov.cn/xingning/files/20150717215323453_oCxwqXoH.mp4
2015-07-18,770427,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770427.html,http://www.xingning.gov.cn/xingning/files/20150718194317464_LPHIzUqy.mp4
2015-07-19,770435,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770435.html,http://www.xingning.gov.cn/xingning/files/20150719183820484_YGcsILop.mp4
2015-07-20,770509,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770509.html,http://www.xingning.gov.cn/xingning/files/20150720191837555_HAwa4KE0.mp4
2015-07-21,770557,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770557.html,http://www.xingning.gov.cn/xingning/files/20150721191507603_dYhzdDrc.mp4
2015-07-22,770602,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770602.html,http://www.xingning.gov.cn/xingning/files/20150722214150632_ramHTrFU.mp4
2015-07-23,770682,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770682.html,http://www.xingning.gov.cn/xingning/files/20150723203404699_O3mUqvQw.mp4
2015-07-24,770753,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770753.html,http://www.xingning.gov.cn/xingning/files/20150724212639773_psT8lV8k.mp4
2015-07-25,770755,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770755.html,http://www.xingning.gov.cn/xingning/files/20150725185541779_H3pyehxp.mp4
2015-07-26,770763,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770763.html,http://www.xingning.gov.cn/xingning/files/20150726192002783_KVIgYWeY.mp4
2015-07-27,770838,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770838.html,http://www.xingning.gov.cn/xingning/files/20150727200638827_Twn5nmvN.mp4
2015-07-28,770864,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770864.html,http://www.xingning.gov.cn/xingning/files/20150728195259849_HCTO815z.mp4
2015-07-29,770919,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770919.html,http://www.xingning.gov.cn/xingning/files/20150729202500890_Y33OvzUc.mp4
2015-07-30,770938,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770938.html,http://www.xingning.gov.cn/xingning/files/20150730203233915_xfjpV4o1.mp4
2015-07-31,770972,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770972.html,http://www.xingning.gov.cn/xingning/files/20150731200513981_DhgrpgnJ.mp4
2015-08-01,770983,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770983.html,http://www.xingning.gov.cn/xingning/files/20150802174405997_nGzVchuR.mp4
2015-08-02,770987,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_770987.html,http://www.xingning.gov.cn/xingning/files/20150802195613999_zIthnKU6.mp4
2015-08-03,771027,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771027.html,http://www.xingning.gov.cn/xingning/files/201508032044441040_R2GgcYla.mp4
2015-08-04,771075,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771075.html,http://www.xingning.gov.cn/xingning/files/201508042024571072_PHMkhzm5.mp4
2015-08-05,771099,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771099.html,http://www.xingning.gov.cn/xingning/files/201508052040371105_zNKdOtej.mp4
2015-08-06,771119,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771119.html,http://www.xingning.gov.cn/xingning/files/201508062103491138_0j0cvRKq.mp4
2015-08-07,771170,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771170.html,http://www.xingning.gov.cn/xingning/files/201508072006221187_U9dAWoJT.mp4
2015-08-08,771184,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771184.html,http://www.xingning.gov.cn/xingning/files/201508082111221216_yyxY7vV3.mp4
2015-08-09,771193,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771193.html,http://www.xingning.gov.cn/xingning/files/201508091937181222_5UhZs0Ph.mp4
2015-08-10,771230,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771230.html,http://www.xingning.gov.cn/xingning/files/201508101921201245_FyCKc7ip.mp4
2015-08-11,771276,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771276.html,http://www.xingning.gov.cn/xingning/files/201508112003311279_0hB0eHTy.mp4
2015-08-12,771308,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771308.html,http://www.xingning.gov.cn/xingning/files/201508121924131312_cjl50kr1.mp4
2015-08-13,771350,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771350.html,http://www.xingning.gov.cn/xingning/files/201508131953181389_5KIqoKrV.mp4
2015-08-14,771393,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771393.html,http://www.xingning.gov.cn/xingning/files/201508142017571444_P3CZZ0f5.mp4
2015-08-15,771399,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771399.html,http://www.xingning.gov.cn/xingning/files/201508151946271447_vnWm3HsL.mp4
2015-08-16,771402,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771402.html,http://www.xingning.gov.cn/xingning/files/201508161930481451_6mkiGzRY.mp4
2015-08-17,771430,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771430.html,http://www.xingning.gov.cn/xingning/files/201508172034251487_zfVKeZB4.mp4
2015-08-18,771464,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771464.html,http://www.xingning.gov.cn/xingning/files/201508181928441520_2PEzrdYa.mp4
2015-08-19,771493,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771493.html,http://www.xingning.gov.cn/xingning/files/201508192030131548_6anx7uLo.mp4
2015-08-20,771514,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771514.html,http://www.xingning.gov.cn/xingning/files/201508201951591588_THPtH9l0.mp4
2015-08-21,771545,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771545.html,http://www.xingning.gov.cn/xingning/files/201508212032491638_fRROVUTP.mp4
2015-08-22,771551,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771551.html,http://www.xingning.gov.cn/xingning/files/201508222215391644_ydCvUMuP.mp4
2015-08-23,771554,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771554.html,http://www.xingning.gov.cn/xingning/files/201508232058141649_qxB5aDPQ.mp4
2015-08-24,771602,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771602.html,http://www.xingning.gov.cn/xingning/files/201508242027001725_XyT8MAs0.mp4
2015-08-25,771639,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771639.html,http://www.xingning.gov.cn/xingning/files/201508252042211752_IxLmMivE.mp4
2015-08-26,771676,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771676.html,http://www.xingning.gov.cn/xingning/files/201508262051041848_8SFXYHvj.mp4
2015-08-27,771707,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771707.html,http://www.xingning.gov.cn/xingning/files/201508272218441897_FINPDjzp.mp4
2015-08-28,771867,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771867.html,http://www.xingning.gov.cn/xingning/files/201508282302581984_rnDCOEf2.mp4
2015-08-29,771975,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771975.html,http://www.xingning.gov.cn/xingning/files/201508292117272020_ZLtKjGZk.mp4
2015-08-30,771981,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_771981.html,http://www.xingning.gov.cn/xingning/files/201508302156342035_oaiIAFMb.mp4
2015-08-31,772112,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772112.html,http://www.xingning.gov.cn/xingning/files/201508312251162084_jbs8W4Nu.mp4
2015-09-01,772225,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772225.html,http://www.xingning.gov.cn/xingning/files/201509012028172184_gd7LCC2x.mp4
2015-09-02,772283,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772283.html,http://www.xingning.gov.cn/xingning/files/201509022151452264_zI22LbDQ.mp4
2015-09-03,772290,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772290.html,http://www.xingning.gov.cn/xingning/files/201509032052542271_uV64asnu.mp4
2015-09-04,772299,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772299.html,http://www.xingning.gov.cn/xingning/files/201509041959502277_HsLManAO.mp4
2015-09-05,772309,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772309.html,http://www.xingning.gov.cn/xingning/files/201509052141532285_GSxKK5BY.mp4
2015-09-06,772326,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772326.html,http://www.xingning.gov.cn/xingning/files/201509062046032303_6gPb4rnK.mp4
2015-09-07,772349,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772349.html,http://www.xingning.gov.cn/xingning/files/201509072026192334_SstpkUC0.mp4
2015-09-08,772405,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772405.html,http://www.xingning.gov.cn/xingning/files/201509082116562389_7lQg7B6u.mp4
2015-09-09,772459,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772459.html,http://www.xingning.gov.cn/xingning/files/201509091949312428_W88Mb133.mp4
2015-09-10,772481,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772481.html,http://www.xingning.gov.cn/xingning/files/201509102049052467_czJ9RQCe.mp4
2015-09-11,772559,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772559.html,http://www.xingning.gov.cn/xingning/files/201509112247562557_C9wKbd6P.mp4
2015-09-12,772634,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772634.html,http://www.xingning.gov.cn/xingning/files/201509122048512618_jVUCbalF.mp4
2015-09-13,772636,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772636.html,http://www.xingning.gov.cn/xingning/files/201509132131372626_BL0l7RlP.mp4
2015-09-14,772681,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772681.html,http://www.xingning.gov.cn/xingning/files/201509142027142666_JnP72Tql.mp4
2015-09-15,772710,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772710.html,http://www.xingning.gov.cn/xingning/files/201509152021062689_tyed3HpV.mp4
2015-09-16,772756,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772756.html,http://www.xingning.gov.cn/xingning/files/201509161925472748_9QQ196cS.mp4
2015-09-17,772793,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772793.html,http://www.xingning.gov.cn/xingning/files/201509172122582774_iWprAeBs.mp4
2015-09-18,772835,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772835.html,http://www.xingning.gov.cn/xingning/files/201509182147162827_IjJH2aqH.mp4
2015-09-19,772843,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772843.html,http://www.xingning.gov.cn/xingning/files/201509192026452846_53OU01Gj.mp4
2015-09-20,772848,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772848.html,http://www.xingning.gov.cn/xingning/files/201509202048202853_XaaDBcr2.mp4
2015-09-21,772910,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772910.html,http://www.xingning.gov.cn/xingning/files/201509211858532896_UJApEjUK.mp4
2015-09-22,772936,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_772936.html,http://www.xingning.gov.cn/xingning/files/201509222146502921_H2lV6Zzz.mp4
2015-09-23,773019,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_773019.html,http://www.xingning.gov.cn/xingning/files/201509232051593044_Plxe3Kn9.mp4
2015-09-24,773103,http://www.xingning.gov.cn/jrxn/spxw/cxyx/content/post_773103.html,http://www.xingning.gov.cn/xingning/files/20150924193009110_OTyVvYvZ.mp4
